dive_id|calibration_dive_id|camera_id|model|known_length_m|length_m|depth_m|dot|leid|pos|ax|km
66|83|10|Purple Angel|0.192|0.17846061917343728|2.4217333793640137|2049.0988879203323;1399.0940927023007|21|[-0.029473014175891876, -0.09940780699253082, 0.0]|[0.02901473641395569, 0.013735744170844555, 0.9994845986366272]|[[2841.3712142828917, 0.0, 2004.355023481056], [0.0, 2863.7600731700495, 1476.2484742699291], [0.0, 0.0, 1.0]]
66|83|10|Purple Angel|0.192|0.1990307171748578|3.1314473152160645|2059.259296494233;1424.9291247455687|21|[-0.029473014175891876, -0.09940780699253082, 0.0]|[0.02901473641395569, 0.013735744170844555, 0.9994845986366272]|[[2841.3712142828917, 0.0, 2004.355023481056], [0.0, 2863.7600731700495, 1476.2484742699291], [0.0, 0.0, 1.0]]
66|83|10|Purple Angel|0.192|0.1788986184085381|2.8112964630126953|2054.156277637424;1415.2892338063064|21|[-0.029473014175891876, -0.09940780699253082, 0.0]|[0.02901473641395569, 0.013735744170844555, 0.9994845986366272]|[[2841.3712142828917, 0.0, 2004.355023481056], [0.0, 2863.7600731700495, 1476.2484742699291], [0.0, 0.0, 1.0]]
66|83|10|Purple Angel|0.192|0.1782544875936144|2.7684166431427|2053.8087074523523;1413.6812117823065|21|[-0.029473014175891876, -0.09940780699253082, 0.0]|[0.02901473641395569, 0.013735744170844555, 0.9994845986366272]|[[2841.3712142828917, 0.0, 2004.355023481056], [0.0, 2863.7600731700495, 1476.2484742699291], [0.0, 0.0, 1.0]]
66|83|10|Purple Angel|0.192|0.1799861545326396|2.889155387878418|2053.618439398751;1418.5304643274578|21|[-0.029473014175891876, -0.09940780699253082, 0.0]|[0.02901473641395569, 0.013735744170844555, 0.9994845986366272]|[[2841.3712142828917, 0.0, 2004.355023481056], [0.0, 2863.7600731700495, 1476.2484742699291], [0.0, 0.0, 1.0]]
66|83|10|Snook|0.455|0.42247349787641614|1.9587785005569458|2040.406562230841;1371.4814120743654|21|[-0.029473014175891876, -0.09940780699253082, 0.0]|[0.02901473641395569, 0.013735744170844555, 0.9994845986366272]|[[2841.3712142828917, 0.0, 2004.355023481056], [0.0, 2863.7600731700495, 1476.2484742699291], [0.0, 0.0, 1.0]]
66|83|10|Snook|0.455|0.4106612551747665|1.868316650390625|2039.7515840706035;1363.9346928118748|21|[-0.029473014175891876, -0.09940780699253082, 0.0]|[0.02901473641395569, 0.013735744170844555, 0.9994845986366272]|[[2841.3712142828917, 0.0, 2004.355023481056], [0.0, 2863.7600731700495, 1476.2484742699291], [0.0, 0.0, 1.0]]
66|83|10|Snook|0.455|0.41726333892379414|1.8242197036743164|2036.5969312931888;1360.9621300261028|21|[-0.029473014175891876, -0.09940780699253082, 0.0]|[0.02901473641395569, 0.013735744170844555, 0.9994845986366272]|[[2841.3712142828917, 0.0, 2004.355023481056], [0.0, 2863.7600731700495, 1476.2484742699291], [0.0, 0.0, 1.0]]
66|83|10|Snook|0.455|0.41753219883623477|1.8148372173309326|2036.9797593694245;1359.9382472815475|21|[-0.029473014175891876, -0.09940780699253082, 0.0]|[0.02901473641395569, 0.013735744170844555, 0.9994845986366272]|[[2841.3712142828917, 0.0, 2004.355023481056], [0.0, 2863.7600731700495, 1476.2484742699291], [0.0, 0.0, 1.0]]
66|83|10|Snook|0.455|0.42087012918601274|1.8131123781204224|2038.684921753198;1359.1987986847228|21|[-0.029473014175891876, -0.09940780699253082, 0.0]|[0.02901473641395569, 0.013735744170844555, 0.9994845986366272]|[[2841.3712142828917, 0.0, 2004.355023481056], [0.0, 2863.7600731700495, 1476.2484742699291], [0.0, 0.0, 1.0]]
